sentence,label
"Should Queen Elizabeth II Step Down? As the British royal family welcomes the third in line to the throne, is it time for the House of Windsor to consider a retirement policy? Queen Elizabeth II lead through difficult time periods and is a continued source of pride for the United Kingdom. And since she has reigned and done her duty for a very long time and is deserving of respect, Queen Elizabeth II should not step down.",0
"Should Queen Elizabeth II Step Down? As the British royal family welcomes the third in line to the throne, is it time for the House of Windsor to consider a retirement policy? Queen Elizabeth II lead through difficult time periods and is a continued source of pride for the United Kingdom. And since she has reigned and done her duty for a very long time and is deserving of rest, Queen Elizabeth II should not step down.",1
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. Dual citizenship allows one to enjoy the pros and cons of the home country and the country that is welcoming them. And since people should be welcomed in more than one country, Dual citizenship should be allowed.",0
"Can Dual Citizens Be Good Americans? Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country. Dual citizenship allows one to enjoy the pros and cons of the home country and the country that is welcoming them. And since people shouldn't be welcomed in more than one country, Dual citizenship should be allowed.",1
"Should All Immigrants Get ID Cards? Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally? Undocumented people would no longer remain anonymous to the government. And since people don't have the right to be anonymous, All immigrants should get ID cards.",0
"Should All Immigrants Get ID Cards? Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally? Undocumented people would no longer remain anonymous to the government. And since people have the right to be anonymous, All immigrants should get ID cards.",1
"Does California Need High-Speed Rail? Some say the state can't afford to build a rail line from Los Angeles to San Francisco. But maybe it can't afford not to. The rail is much safer. And since people still would rather be safe than drive, California needs high-speed rail.",0
"Does California Need High-Speed Rail? Some say the state can't afford to build a rail line from Los Angeles to San Francisco. But maybe it can't afford not to. The rail is much safer. And since people still would rather drive than be safe, California needs high-speed rail.",1
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? If home schooled children get to pick a high school sports team high school kids will want to be able to play for other schools. And since kids who already have a perfectly fine team available to them need not learn that you can't always get what you want, Home-schoolers should not play for high school teams.",0
"Should Home-Schoolers Play for High School Teams? Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right? If home schooled children get to pick a high school sports team high school kids will want to be able to play for other schools. And since kids who already have a perfectly fine team available to them need to learn that you can't always get what you want, Home-schoolers should not play for high school teams.",1
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Teachers only have the assurance that they can't be fired on a whim. And since good teachers can do what they want knowing they won't be fired, Tenure provides stability.",0
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Teachers only have the assurance that they can't be fired on a whim. And since bad teachers can do what they want knowing they won't be fired, Tenure provides stability.",1
"Will 3-D Printing Change the World? For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives. Many in lesser developed areas have no access to computers, so the availability of 3D manufactured devices would depend on the provider. Bureaucracies are unlikely to willingly give up their jobs. And since not everyone can benefit from people having the latest technology, 3-D printing will not change the world.",0
"Will 3-D Printing Change the World? For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives. Many in lesser developed areas have no access to computers, so the availability of 3D manufactured devices would depend on the provider. Bureaucracies are unlikely to willingly give up their jobs. And since everyone can benefit from people having the latest technology, 3-D printing will not change the world.",1
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? It should have the same health security as places like Amsterdam and Hamburg. And since places like Amsterdam experience less crime and STD, Prostitution is safer when it's legal.",0
"Is Prostitution Safer When It's Legal? Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain? It should have the same health security as places like Amsterdam and Hamburg. And since places like Amsterdam still experience crime and STD, Prostitution is safer when it's legal.",1
"Should Women Delay Motherhood? Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond? Longer wait times increase the probability of needing fertility procedures. And since fertility procedures aren't always available, Women should not delay motherhood.",0
"Should Women Delay Motherhood? Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond? Longer wait times increase the probability of needing fertility procedures. And since fertility procedures are always available, Women should not delay motherhood.",1
"Is Privatization a Bad Deal for Cities and States? To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers. The only interest of the private sector is the bottom line profits. And since bottom line thinking might be bad for government services, Privatization is a bad deal for cities and states.",0
"Is Privatization a Bad Deal for Cities and States? To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers. The only interest of the private sector is the bottom line profits. And since bottom line thinking might be ok for some government services, Privatization is a bad deal for cities and states.",1
"Is Organic Food Worth the Expense? A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages? Organic food doesn't taste any better, but costs more. And since people consume organic foods for the taste rather than the health benefits, Organic food is not worth the expense.",0
"Is Organic Food Worth the Expense? A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages? Organic food doesn't taste any better, but costs more. And since people consume organic foods for the health benefits rather than the taste, Organic food is not worth the expense.",1
"Are Court Stenographers Necessary? After a New York court reporter left behind an incomplete record, some are asking whether it still makes sense to use stenographers in legal proceedings. A transcript produced by a competent reporter is irreplaceable, and not having one may sacrifice justice. And since most court reporters are competent, Court stenographers are necessary.",0
"Are Court Stenographers Necessary? After a New York court reporter left behind an incomplete record, some are asking whether it still makes sense to use stenographers in legal proceedings. A transcript produced by a competent reporter is irreplaceable, and not having one may sacrifice justice. And since most court reporters aren't competent, Court stenographers are necessary.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. It is important seasoning and can be used in moderation. And since moderation shouldn't be determined by the chef, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. It is important seasoning and can be used in moderation. And since moderation should be determined by the chef, Salt should have a place at the table.",1
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? Preschool can provide substantial early childhood education. And since not many private organizations such as churches and the YMCA offer preschool services that the parents can choose themselves, Public preschool is a smart investment.",0
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? Preschool can provide substantial early childhood education. And since plenty of private organizations such as churches and the YMCA offer preschool services that the parents can choose themselves, Public preschool is a smart investment.",1
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? These preschools will benefit the lower middle class too who do not get free childcare programs, so their children won't be left out and fall behind. And since benefiting the lower middle class is a good policy, Public preschool is a smart investment.",0
"Is Public Preschool a Smart Investment? Would quality child care that included a preschool curriculum be a better national goal? These preschools will benefit the lower middle class too who do not get free childcare programs, so their children won't be left out and fall behind. And since benefiting the lower middle class is not a good policy, Public preschool is a smart investment.",1
"If Police Encounters Were Filmed Should police officers be required to wear cameras that record their interactions with the public? There will always be a recording if the process is done correctly. And since there aren't thousands of public cameras around that can record almost anywhere, Police officers should be required to wear cameras.",0
"If Police Encounters Were Filmed Should police officers be required to wear cameras that record their interactions with the public? There will always be a recording if the process is done correctly. And since there are thousands of public cameras around that can record almost anywhere, Police officers should be required to wear cameras.",1
"Are Research Papers a Waste of Time? Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge? Research papers uncover superficial uncritical thinking. And since college students aren't masters of critical thought, Research papers are a useful exercise for college students.",0
"Are Research Papers a Waste of Time? Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge? Research papers uncover superficial uncritical thinking. And since college students are masters of critical thought, Research papers are a useful exercise for college students.",1
"Will Electric Cars Finally Succeed? Are plug-in cars the future, or will high cost and other technologies eclipse their promise? Realizing that gasoline is not the only way to fuel cars will lead to lots of  innovation. And since plug-in cars is the only new technology available, Electric cars will succeed.",0
"Will Electric Cars Finally Succeed? Are plug-in cars the future, or will high cost and other technologies eclipse their promise? Realizing that gasoline is not the only way to fuel cars will lead to lots of  innovation. And since plug-in cars are not the only new technology available, Electric cars will succeed.",1
"Are 'Starchitects' Ruining Cities? Are superstar architects, who often work in cities they know little about, creating buildings that don't mesh well with the surroundings? Starchitects adhere to a more rigorous set of industry standards than do local architects. And since those rigorous standards won't prevent maximum economic gain, 'Starchitects' are not ruining cities.",0
"Are 'Starchitects' Ruining Cities? Are superstar architects, who often work in cities they know little about, creating buildings that don't mesh well with the surroundings? Starchitects adhere to a more rigorous set of industry standards than do local architects. And since those rigorous standards prevent maximum economic gain, 'Starchitects' are not ruining cities.",1
"To Tip or Not to Tip Should restaurants do away with tipping? Tipping rewards entrepreneurial spirit and hard work. And since most waiters do work hard, To tip.",0
"To Tip or Not to Tip Should restaurants do away with tipping? Tipping rewards entrepreneurial spirit and hard work. And since most waiters do no work hard, To tip.",1
"Should High School Last Six Years? President Obama recently visited a six-year high school, highlighting it as a model for the rest of the U.S. Should it be replicated? More education leads to more successful people. And since we really need more successful people, High school should last six years.",0
"Should High School Last Six Years? President Obama recently visited a six-year high school, highlighting it as a model for the rest of the U.S. Should it be replicated? More education leads to more successful people. And since we really don't need more successful people, High school should last six years.",1
"To Tip or Not to Tip Should restaurants do away with tipping? Tips are insulting to customers and servers. And since a person won't allow you to insult them if they are paid, Not to tip.",0
"To Tip or Not to Tip Should restaurants do away with tipping? Tips are insulting to customers and servers. And since a person will allow you to insult them if they are paid, Not to tip.",1
"Are Reality Shows Worse Than Other TV? Is a bad reality show worse than a bad sit-com? Is a compelling one less important than a compelling scripted drama? Reality shows fake misery, drama, and embarrassment and pretend as though it is real. And since regular television is staged and orchestrated events solely for entertainment purposes but this is supposed to be real, Reality shows are worse than other TV.",0
"Are Reality Shows Worse Than Other TV? Is a bad reality show worse than a bad sit-com? Is a compelling one less important than a compelling scripted drama? Reality shows fake misery, drama, and embarrassment and pretend as though it is real. And since all television is staged and orchestrated events solely for entertainment purposes, Reality shows are worse than other TV.",1
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Anyone refusing to vaccinate children should be liable for any disease or death they cause. And since the parents do not have to pay restitution for their choice, Vaccination should be mandatory for all children.",0
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? Anyone refusing to vaccinate children should be liable for any disease or death they cause. And since the parents will have to pay restitution for their choice, Vaccination should be mandatory for all children.",1
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? Obamacare lowered costs and children were able to utilize it until employment was found. And since low costs can help providers, Obamacare is working.",0
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? Obamacare lowered costs and children were able to utilize it until employment was found. And since low costs can hurt providers, Obamacare is working.",1
"Is Organic Food Worth the Expense? A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages? Organic food doesn't taste any better, but costs more. And since it's not good to spend money for no reason, Organic food is not worth the expense.",0
"Is Organic Food Worth the Expense? A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages? Organic food doesn't taste any better, but costs more. And since it's good to spend money for no reason, Organic food is not worth the expense.",1
"Can the Human Blueprint Have Owners? Should companies be allowed to patent genes? Companies did not create the gene. And since they did not discover it and only learned things about it, Companies shouldn't be allowed to patent genes.",0
"Can the Human Blueprint Have Owners? Should companies be allowed to patent genes? Companies did not create the gene. And since they did discover it and things about it, Companies shouldn't be allowed to patent genes.",1
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? Online classes can require a lot of repetitive exercises and leave the student at the mercy of the computer with regards to grading. And since repetition in our computerized society isn't ok, Online classes are not the best way to teach.",0
"Can Young Students Learn From Online Classes? Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group? Online classes can require a lot of repetitive exercises and leave the student at the mercy of the computer with regards to grading. And since repetition is ok in our computerized society, Online classes are not the best way to teach.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Americans need to learn about other cultures. And since some Americans can't travel to learn about other cultures, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Americans need to learn about other cultures. And since Americans can travel to learn about other cultures, Colleges need humanities programs.",1
"Should We Manipulate Our Dreams? Nightmares have been seen variously as omens or sources of self-knowledge. Should we replace them with happier dreams? Senoi Indians believe that our dream state is the other side of our wakeful state, and is of equal importance. And since Indians think  we are awake in our dreams, We should not manipulate our dreams.",0
"Should We Manipulate Our Dreams? Nightmares have been seen variously as omens or sources of self-knowledge. Should we replace them with happier dreams? Senoi Indians believe that our dream state is the other side of our wakeful state, and is of equal importance. And since Indians think our we are awake in our dreams, We should not manipulate our dreams.",1
"Do Drone Attacks Do More Harm Than Good? Strikes have fueled anti-American sentiment, but also have taken out some terrorist targets. Are they making the U.S. safer or just more hated? Drones are a deterrent. And since drones do not deter us of the actual mission, Drone attacts make more good.",0
"Do Drone Attacks Do More Harm Than Good? Strikes have fueled anti-American sentiment, but also have taken out some terrorist targets. Are they making the U.S. safer or just more hated? Drones are a deterrent. And since drones deter us of the actual mission, Drone attacts make more good.",1
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? It is unfair for families affected by vaccine injuries to say that their suffering is for the greater good. And since many families are affected by vaccine injuries, Vaccination should not be mandatory for all children.",0
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? It is unfair for families affected by vaccine injuries to say that their suffering is for the greater good. And since only some families are affected by vaccine injuries, Vaccination should not be mandatory for all children.",1
"Should the School Day Be Longer? While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone? Adults tend to begin to wear down around 3 in the afternoon, it is logical to believe that children would do the same. And since children do not have more energy than adults, School day should not be longer.",0
"Should the School Day Be Longer? While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone? Adults tend to begin to wear down around 3 in the afternoon, it is logical to believe that children would do the same. And since children have more energy than adults, School day should not be longer.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries have always been about making information available to all people. And since technology hasn't made information readily available for all, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries have always been about making information available to all people. And since technology has made information readily available for all, We need libraries.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Humanities help students to think about human dilemmas in a personal way. And since people should think about dilemmas in a personal way, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Humanities help students to think about human dilemmas in a personal way. And since people should think about dilemmas in a general way, Colleges need humanities programs.",1
"Are Big Banks Out of Control? Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly? Big Banks are not held accountable for the problems that they have caused so cannot be controlled. And since banks are not held accountable for their problems, Big banks are out of control.",0
"Are Big Banks Out of Control? Does the lack of legal compliance that have cost banks billions in fines show that some have gotten too big to manage properly? Big Banks are not held accountable for the problems that they have caused so cannot be controlled. And since banks are not accountable for their problems, Big banks are out of control.",1
"Should Legislation Protect the Obese? Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants? It is unfair that employers must pay a penalty for hiring obese people. And since employers do not only exist because of employees and customers some of whom are obese, Legislation should not protect obese.",0
"Should Legislation Protect the Obese? Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants? It is unfair that employers must pay a penalty for hiring obese people. And since employers only exist because of employees and customers some of whom are obese, Legislation should not protect obese.",1
"Should Queen Elizabeth II Step Down? As the British royal family welcomes the third in line to the throne, is it time for the House of Windsor to consider a retirement policy? It meant something to her generation to make a vow which she did to serve her people until her death. And since societal needs don't change with time, Queen Elizabeth II should not step down.",0
"Should Queen Elizabeth II Step Down? As the British royal family welcomes the third in line to the throne, is it time for the House of Windsor to consider a retirement policy? It meant something to her generation to make a vow which she did to serve her people until her death. And since societal needs change with time, policy should change with time to better serve the needs of the people, Queen Elizabeth II should not step down.",1
"Has Support for Israel Hurt U.S. Credibility? Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East? Israel is acting inhumane. And since Israel has been involved in horrible actions, Supporting Israel hurts.",0
"Has Support for Israel Hurt U.S. Credibility? Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East? Israel is acting inhumane. And since we need Israel and can overlook its actions, Supporting Israel hurts.",1
"Do Unpaid Internships Exploit College Students? Should the government get tough to protect unpaid interns, or are internships a win-win? Standards of work should include minimum wages. And since college students are earning a valuable experience that is not more important than minimum wage, Unpaid internship exploit college students.",0
"Do Unpaid Internships Exploit College Students? Should the government get tough to protect unpaid interns, or are internships a win-win? Standards of work should include minimum wages. And since college students are earning a valuable experience more important than minimum wage, Unpaid internship exploit college students.",1
"Should Companies Tell Us When They Get Hacked? Although hacking is common, it's rare for companies to talk about it. Would disclosure make consumers safer, or just help hackers? Companies should disclose hacking attempts as a matter of national security. And since disclosure would not create competition between hackers to one up the others, Disclosure makes consumers safer.",0
"Should Companies Tell Us When They Get Hacked? Although hacking is common, it's rare for companies to talk about it. Would disclosure make consumers safer, or just help hackers? Companies should disclose hacking attempts as a matter of national security. And since disclosure would create competition between hackers to one up the others, Disclosure makes consumers safer.",1
"Should Voting Be Mandatory? Or are there already too many people casting ballots? People have the freedom to be left alone. And since people want to be left alone, Voting should not be mandatory.",0
"Should Voting Be Mandatory? Or are there already too many people casting ballots? People have the freedom to be left alone. And since people can be left alone and still mail in a ballot, Voting should not be mandatory.",1
"Has Support for Israel Hurt U.S. Credibility? Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East? American foreign policy needs to serve American interests, not AIPAC or the Jewish state's paranoid pursuit of apartheid empire in the Mideast. And since the best way to get the rest of the Middle-Eastern countries to destroy Israel is by staying out of it, Supporting Israel hurts.",0
"Has Support for Israel Hurt U.S. Credibility? Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East? American foreign policy needs to serve American interests, not AIPAC or the Jewish state's paranoid pursuit of apartheid empire in the Mideast. And since the best way to get the rest of the Middle-Eastern countries to destroy Israel is by sticking our noses in, Supporting Israel hurts.",1
"Are Banks Making Too Much Money From Fees? Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy? Banks are making big profits and forgetting to serve the public first. And since banks are public services and are not entitled to make a profit, Fees should be more regulated.",0
"Are Banks Making Too Much Money From Fees? Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy? Banks are making big profits and forgetting to serve the public first. And since banks are not public services and are entitled to make a profit, Fees should be more regulated.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Humanities programs teach non-essential information. And since People are not better equipped in life when they can speak another language., Colleges do not need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Humanities programs teach non-essential information. And since People are better equipped in life when they can speak another language., Colleges do not need humanities programs.",1
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Extreme parenting doesn't necessarily raise a compassionate child. And since compassionate children are always successful, Extreme parenting is counterproductive.",0
"Is Extreme Parenting Effective? Does strict control of a child's life lead to greater success or can it be counterproductive? Extreme parenting doesn't necessarily raise a compassionate child. And since compassionate children aren't always successful, Extreme parenting is counterproductive.",1
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? [Not vaccinating] puts others at risk. And since those other people cannot get vaccinated, Vaccination should be mandatory for all children.",0
"Making Vaccination Mandatory for All Children Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized? [Not vaccinating] puts others at risk. And since those other people can get vaccinated, Vaccination should be mandatory for all children.",1
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Punishing a country that violates the US Government's sense of morality without any threat to the US will harm society. And since Syria is out of control but what is happening there is not effecting the entire world as a whole, US should not attack Syria.",0
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Punishing a country that violates the US Government's sense of morality without any threat to the US will harm society. And since Syria is out of control and what is happening there is now effecting the entire world as a whole, US should not attack Syria.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Research suggests salt is better for you than once thought. And since the research has been proven it, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Research suggests salt is better for you than once thought. And since the research has been going back and forth, Salt should have a place at the table.",1
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? Parents should either move to a better district or help improve public schooling instead of asking for a tax credit. And since home-schooling parents aren't doing enough to be sure their schools are the very best, Home schoolers do not deserve a tax break.",0
"Do Home Schoolers Deserve a Tax Break? Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress? Parents should either move to a better district or help improve public schooling instead of asking for a tax credit. And since all parents work to be sure their schools are the very best, Home schoolers do not deserve a tax break.",1
"Does the Rock Hall of Fame Matter? Amid the usual debate about who belongs in the Hall of Fame and who gets to decide, why should music lovers care? The Rock Hall of Fame is a house of treasures. And since there are not many other houses of treasures, Rock Hall of Fame matters.",0
"Does the Rock Hall of Fame Matter? Amid the usual debate about who belongs in the Hall of Fame and who gets to decide, why should music lovers care? The Rock Hall of Fame is a house of treasures. And since there are many houses of treasures, Rock Hall of Fame matters.",1
"Are School Librarians Expendable? States and cities are under severe budget constraints. They are turning to the library. School teachers perform the duties that libraries are expected too perform, and thus libraries are redundant. And since teachers can work two jobs at once, School librarians are expendable.",0
"Are School Librarians Expendable? States and cities are under severe budget constraints. They are turning to the library. School teachers perform the duties that libraries are expected too perform, and thus libraries are redundant. And since teachers can't work two jobs at once, School librarians are expendable.",1
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Without Syria providing supplies to Hezbollah Israel would be at peace. And since attacking Syria would discourage Syria from sell more supplies, US should attack Syria.",0
"Is an Attack on Syria Justified? Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons? Without Syria providing supplies to Hezbollah Israel would be at peace. And since attacking Syria would only provoke Syria to sell more supplies, US should attack Syria.",1
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Restaurants serve people, therefore they should provide things that make the customer happy, not force them into what the chef thinks is best. And since the waitstaff cannot put the salt on the food for them, Salt should have a place at the table.",0
"Should Salt Have a Place at the Table? More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying. Restaurants serve people, therefore they should provide things that make the customer happy, not force them into what the chef thinks is best. And since the waitstaff can put the salt on the food for them, Salt should have a place at the table.",1
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Teachers are safe from review. And since Teachers need ability not guaranteed stability, Tenure protects bad teachers.",0
"Does Tenure Protect Bad Teachers or Good Schools? Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession? Teachers are safe from review. And since Teachers need stability based on ability., Tenure protects bad teachers.",1
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? New York's bike lanes are causing many accidents and injuries, the project was wasteful and not well planned. And since it would take huge modifications to fix these accidents, New York's bike lanes are not working.",0
"Are New York's Bike Lanes Working? Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far? New York's bike lanes are causing many accidents and injuries, the project was wasteful and not well planned. And since there can be a few small modifications that fix these accidents, New York's bike lanes are not working.",1
"Should College Be for Everyone? Should as many people as possible be encouraged to attend college, or is the value of higher education exaggerated? Banks can get bailed out, but young people with student loans are locked into debt. And since the students can't choose this path over less expensive routes (community college, transfer to state), College free for everyone.",0
"Should College Be for Everyone? Should as many people as possible be encouraged to attend college, or is the value of higher education exaggerated? Banks can get bailed out, but young people with student loans are locked into debt. And since the students can choose this path over less expensive routes (community college, transfer to state), College free for everyone.",1
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? Obamacare was a return of healthcare to the free market. And since capitalism is a good system, Obamacare is working.",0
"Is Obamacare Working? The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access? Obamacare was a return of healthcare to the free market. And since capitalism is a doomed system, Obamacare is working.",1
"Do We Need the C.I.A.? Would the security needs of the United States be better served if the agency were dismantled? The CIA missed many key events that occurred in the last 30 years. And since there were not many more events we did not hear about, We don't need the C.I.A..",0
"Do We Need the C.I.A.? Would the security needs of the United States be better served if the agency were dismantled? The CIA missed many key events that occurred in the last 30 years. And since there were so many more events we did not hear about, We don't need the C.I.A..",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? French language study helps with understanding culture. And since culture is not a bourgeois concept, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? French language study helps with understanding culture. And since culture is a bourgeois concept, Colleges need humanities programs.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Humanities help students to process information and communicate with other people more effectively, sometimes in other languages. And since we need more than one language to function even if we can use apps if we have to translate, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Humanities help students to process information and communicate with other people more effectively, sometimes in other languages. And since we only need one language to function and can use apps if we have to translate, Colleges need humanities programs.",1
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries level the playing field for people who cannot afford books. And since most classic works of literature are not available as free ebooks and many new books can't be found for free online, We need libraries.",0
"Do We Still Need Libraries? What are libraries for, and how should they evolve? Libraries level the playing field for people who cannot afford books. And since most classic works of literature are available as free ebooks and many new books can be found for free online, We need libraries.",1
"Should All Immigrants Get ID Cards? Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally? After crossing our border unlawfully they do not deserve an ID card as this is approval of being in our country And since immigrants continue to spill into the US in spite of our disapproval, All immigrants should not get ID cards.",0
"Should All Immigrants Get ID Cards? Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally? After crossing our border unlawfully they do not deserve an ID card as this is approval of being in our country And since immigrants continue to spill into the US in spite of our approval, All immigrants should not get ID cards.",1
"Whose Work Is Homework? Should parents help their children with homework? Or do they end up doing more harm than good? A parent at home can give more individual attention than can a  teacher of a large class. And since individual attention make children comfortable, Parents should help their children with homework.",0
"Whose Work Is Homework? Should parents help their children with homework? Or do they end up doing more harm than good? A parent at home can give more individual attention than can a  teacher of a large class. And since individual attention make children uncomfortable, Parents should help their children with homework.",1
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Spanish classes were very useful when travelling. And since most people do travel internationally, Colleges need humanities programs.",0
"Do Colleges Need French Departments? With humanities programs being cut at many universities, what do students stand to lose? Spanish classes were very useful when travelling. And since most people don't travel internationally, Colleges need humanities programs.",1
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Children can't thrive as vegans and require a diet containing animal products. And since children are not able to adapt as species have done since the beginning of time, Veganism is not good for everyone.",0
"Is Veganism Good For Everyone? Maybe some of us simply weren't built to be vegans. Is the diet good for everyone? Children can't thrive as vegans and require a diet containing animal products. And since children are able to adapt just as species have done since the beginning of time, Veganism is not good for everyone.",1
"Should Students Live on Campus or Off? Is living in a dormitory worth the expense? Does living elsewhere mean missing out on the ""college experience""? Living off campus will help with off ceding debt. And since students that live off campus are much more likely to graduate and find a job, Students should live off campus.",0
